NBI_Gossypium_hirsutum_v1.1	Zea_mays.B73_RefGen_v4_OMA	OMA_mapping	OMA_groups
Gh_A13G0528	Zm00001d018530	1:m	NA
Gh_D12G1337	Zm00001d018530	1:m	NA
Gh_D13G0602	Zm00001d018530	1:m	NA
Gh_A13G1572	Zm00001d018531	n:m	NA
Gh_D04G1864	Zm00001d018532	1:m	NA
Gh_D01G1369	Zm00001d018533	1:01	NA
Gh_A07G2006	Zm00001d018541	1:m	NA
Gh_D07G2227	Zm00001d018541	1:m	NA
Gh_D08G1229	Zm00001d018541	1:m	NA
Gh_A12G1227	Zm00001d018542	n:m	NA
Gh_D01G0149	Zm00001d018542	n:m	NA
Gh_D12G1352	Zm00001d018542	n:m	NA
Gh_D13G0621	Zm00001d018542	n:m	NA
Gh_A01G2044	Zm00001d018542	n:m	NA
Gh_A13G1582	Zm00001d018544	1:m	NA
Gh_D09G0047	Zm00001d018544	1:m	NA
Gh_A03G1645	Zm00001d018550	n:m	NA
Gh_D02G2061	Zm00001d018550	n:m	NA
Gh_A06G0261	Zm00001d018552	1:m	NA
Gh_D06G0283	Zm00001d018552	1:m	NA
Gh_A03G1507	Zm00001d018555	1:m	NA
Gh_A06G1532	Zm00001d018567	1:m	NA
Gh_D06G1901	Zm00001d018567	1:m	NA
Gh_D10G1977	Zm00001d018567	1:m	NA
Gh_D13G0923	Zm00001d018568	1:01	NA
Gh_A02G1396	Zm00001d018570	n:m	NA
Gh_A03G1322	Zm00001d018570	n:m	NA
Gh_A11G1831	Zm00001d018570	n:m	NA
Gh_D01G1210	Zm00001d018570	n:m	NA
Gh_D02G0629	Zm00001d018570	n:m	NA
Gh_D02G0794	Zm00001d018570	n:m	NA
Gh_D02G1342	Zm00001d018570	n:m	NA
Gh_D03G0526	Zm00001d018570	n:m	NA
Gh_D04G0566	Zm00001d018570	n:m	NA
Gh_D04G0592	Zm00001d018570	n:m	NA
Gh_D05G0444	Zm00001d018570	n:m	NA
Gh_D05G0550	Zm00001d018570	n:m	NA
Gh_D05G3033	Zm00001d018570	n:m	NA
Gh_D06G0471	Zm00001d018570	n:m	NA
Gh_D06G0598	Zm00001d018570	n:m	NA
Gh_D07G1132	Zm00001d018570	n:m	NA
Gh_D07G1218	Zm00001d018570	n:m	NA
Gh_D07G1727	Zm00001d018570	n:m	NA
Gh_D08G1614	Zm00001d018570	n:m	NA
Gh_D08G1672	Zm00001d018570	n:m	NA
Gh_D08G1993	Zm00001d018570	n:m	NA
Gh_D09G0818	Zm00001d018570	n:m	NA
Gh_D10G1052	Zm00001d018570	n:m	NA
Gh_D10G1337	Zm00001d018570	n:m	NA
Gh_D10G1807	Zm00001d018570	n:m	NA
Gh_D11G2366	Zm00001d018570	n:m	NA
Gh_D11G2633	Zm00001d018570	n:m	NA
Gh_D12G1763	Zm00001d018570	n:m	NA
Gh_D13G0988	Zm00001d018570	n:m	NA
Gh_D13G1782	Zm00001d018570	n:m	NA
Gh_D07G2481	Zm00001d018570	n:m	NA
Gh_D12G2815	Zm00001d018570	n:m	NA
Gh_Sca009113G01	Zm00001d018570	n:m	NA
Gh_D01G1636	Zm00001d018573	n:m	NA
Gh_A11G0669	Zm00001d018574	1:m	NA
Gh_D02G2192	Zm00001d018575	1:m	NA
Gh_A01G1870	Zm00001d018580	1:m	NA
Gh_A03G0316	Zm00001d018580	1:m	NA
Gh_A04G0671	Zm00001d018580	1:m	NA
Gh_D01G2127	Zm00001d018580	1:m	NA
Gh_D04G1136	Zm00001d018580	1:m	NA
Gh_A09G1834	Zm00001d034964	n:m	NA
Gh_A10G1115	Zm00001d034964	n:m	NA
Gh_D10G1391	Zm00001d034964	n:m	NA
Gh_D09G0414	Zm00001d034968	1:01	NA
Gh_A13G2280	Zm00001d034969	1:m	NA
Gh_A09G0918	Zm00001d034970	n:m	NA
Gh_D05G0804	Zm00001d034970	n:m	NA
Gh_D09G0948	Zm00001d034970	n:m	NA
Gh_A01G1725	Zm00001d034977	n:m	NA
Gh_A04G0480	Zm00001d034977	n:m	NA
Gh_A07G1025	Zm00001d034977	n:m	NA
Gh_D01G1974	Zm00001d034977	n:m	NA
Gh_D04G0913	Zm00001d034977	n:m	NA
Gh_D05G0791	Zm00001d034977	n:m	NA
Gh_D07G1101	Zm00001d034977	n:m	NA
Gh_D09G0958	Zm00001d034977	n:m	NA
Gh_D09G1274	Zm00001d034977	n:m	NA
Gh_D11G3201	Zm00001d034977	n:m	NA
Gh_A11G3305	Zm00001d034977	n:m	NA
Gh_A06G1120	Zm00001d034989	1:m	NA
Gh_A05G3328	Zm00001d034990	1:m	NA
Gh_D04G0270	Zm00001d034990	1:m	NA
Gh_D11G2279	Zm00001d034990	1:m	NA
Gh_A02G0708	Zm00001d034991	n:m	NA
Gh_A02G1074	Zm00001d034991	n:m	NA
Gh_A05G2043	Zm00001d034991	n:m	NA
Gh_A05G3327	Zm00001d034991	n:m	NA
Gh_D02G0752	Zm00001d034991	n:m	NA
Gh_D05G2287	Zm00001d034991	n:m	NA
Gh_D05G2288	Zm00001d034991	n:m	NA
Gh_D06G2027	Zm00001d034991	n:m	NA
Gh_D03G1725	Zm00001d034991	n:m	NA
Gh_D01G1798	Zm00001d034995	1:m	NA
Gh_A05G2349	Zm00001d034998	n:1	NA
Gh_A03G1706	Zm00001d035001	n:m	NA
Gh_A13G0316	Zm00001d035001	n:m	NA
Gh_A13G1932	Zm00001d035001	n:m	NA
Gh_D02G2126	Zm00001d035001	n:m	NA
Gh_D02G2127	Zm00001d035001	n:m	NA
Gh_D13G0354	Zm00001d035001	n:m	NA
Gh_D13G2329	Zm00001d035001	n:m	NA
Gh_A03G1705	Zm00001d035002	n:m	NA
Gh_A03G1706	Zm00001d035002	n:m	NA
Gh_A13G0316	Zm00001d035002	n:m	NA
Gh_A13G1932	Zm00001d035002	n:m	NA
Gh_D02G2126	Zm00001d035002	n:m	NA
Gh_D02G2127	Zm00001d035002	n:m	NA
Gh_D13G0354	Zm00001d035002	n:m	NA
Gh_D13G2329	Zm00001d035002	n:m	NA
Gh_A03G1705	Zm00001d035003	n:m	NA
Gh_A03G1706	Zm00001d035003	n:m	NA
Gh_A13G0316	Zm00001d035003	n:m	NA
Gh_A13G1932	Zm00001d035003	n:m	NA
Gh_D02G2126	Zm00001d035003	n:m	NA
Gh_D02G2127	Zm00001d035003	n:m	NA
Gh_D13G0354	Zm00001d035003	n:m	NA
Gh_D13G2329	Zm00001d035003	n:m	NA
Gh_A05G2111	Zm00001d035004	n:m	NA
Gh_A09G1105	Zm00001d035004	n:m	NA
Gh_D05G2358	Zm00001d035004	n:m	NA
Gh_A02G0774	Zm00001d035005	n:m	NA
Gh_A05G1988	Zm00001d035005	n:m	NA
Gh_A06G0331	Zm00001d035005	n:m	NA
Gh_A13G0310	Zm00001d035005	n:m	NA
Gh_D06G0359	Zm00001d035005	n:m	NA
Gh_D13G0348	Zm00001d035005	n:m	NA
Gh_D05G3809	Zm00001d035005	n:m	NA
Gh_A02G0758	Zm00001d035007	n:m	NA
Gh_D02G0801	Zm00001d035007	n:m	NA
Gh_D05G2230	Zm00001d035007	n:m	NA
Gh_A05G2024	Zm00001d035008	n:m	NA
Gh_A05G2025	Zm00001d035008	n:m	NA
Gh_D06G1586	Zm00001d035012	1:m	NA
Gh_A02G0701	Zm00001d035014	1:m	NA
Gh_D04G0268	Zm00001d035015	n:1	NA
Gh_D08G2216	Zm00001d035018	1:m	NA
Gh_A11G0681	Zm00001d035019	n:m	NA
Gh_D08G0623	Zm00001d035019	n:m	NA
Gh_D11G0796	Zm00001d035019	n:m	NA
Gh_D10G1037	Zm00001d035020	n:m	NA
Gh_D11G2273	Zm00001d035020	n:m	NA
Gh_A11G3219	Zm00001d035020	n:m	NA
Gh_D10G1037	Zm00001d035021	n:m	NA
Gh_D11G2273	Zm00001d035021	n:m	NA
Gh_A11G3219	Zm00001d035021	n:m	NA
Gh_Sca006414G01	Zm00001d035023	1:m	NA
Gh_D11G2260	Zm00001d035024	1:m	NA
Gh_D11G0635	Zm00001d035029	n:m	NA
Gh_A10G1377	Zm00001d035032	n:m	NA
Gh_D05G2627	Zm00001d035034	1:m	NA
Gh_D07G2045	Zm00001d035037	n:m	NA
Gh_A07G1839	Zm00001d035038	n:m	NA
Gh_D07G0814	Zm00001d035039	n:m	NA
Gh_D11G1993	Zm00001d035040	n:m	NA
Gh_A05G2155	Zm00001d035041	n:m	NA
Gh_D05G2410	Zm00001d035041	n:m	NA
Gh_A05G2154	Zm00001d035044	1:m	NA
Gh_A13G0961	Zm00001d035044	1:m	NA
Gh_D05G2409	Zm00001d035044	1:m	NA
Gh_A11G1130	Zm00001d035051	n:m	NA
Gh_D11G1280	Zm00001d035051	n:m	NA
Gh_D05G2393	Zm00001d035052	n:m	NA
Gh_A13G0981	Zm00001d035053	n:m	NA
Gh_D13G1226	Zm00001d035053	n:m	NA
Gh_D08G0113	Zm00001d035054	n:m	NA
Gh_A05G3239	Zm00001d035055	1:01	NA
Gh_A10G1399	Zm00001d035065	1:m	NA
Gh_D05G1040	Zm00001d035065	1:m	NA
Gh_D10G0798	Zm00001d035065	1:m	NA
Gh_A11G1304	Zm00001d035066	n:m	NA
Gh_D11G1452	Zm00001d035066	n:m	NA
Gh_A07G2220	Zm00001d035066	n:m	NA
Gh_A06G1414	Zm00001d035067	1:01	NA
Gh_D03G0780	Zm00001d035081	1:m	NA
Gh_A05G3210	Zm00001d035083	1:m	NA
Gh_D04G0396	Zm00001d035083	1:m	NA
Gh_D04G0176	Zm00001d035089	1:m	NA
Gh_D11G2699	Zm00001d035091	1:m	NA
Gh_A05G2602	Zm00001d035093	1:m	NA
Gh_A05G3042	Zm00001d035093	1:m	NA
Gh_A07G1356	Zm00001d035094	n:m	NA
Gh_A08G0267	Zm00001d035094	n:m	NA
Gh_A08G1212	Zm00001d035094	n:m	NA
Gh_A11G0733	Zm00001d035094	n:m	NA
Gh_A12G2394	Zm00001d035094	n:m	NA
Gh_D07G1466	Zm00001d035094	n:m	NA
Gh_D08G0360	Zm00001d035094	n:m	NA
Gh_D11G0851	Zm00001d035094	n:m	NA
Gh_D12G2521	Zm00001d035094	n:m	NA
Gh_A09G2378	Zm00001d035094	n:m	NA
Gh_A12G2018	Zm00001d035095	n:m	NA
Gh_D03G1519	Zm00001d035098	n:m	NA
Gh_A03G2014	Zm00001d035098	n:m	NA
Gh_A09G1072	Zm00001d035115	1:m	NA
Gh_D09G1080	Zm00001d035115	1:m	NA
Gh_A08G1578	Zm00001d035119	n:m	NA
Gh_A09G1738	Zm00001d035119	n:m	NA
Gh_A11G0185	Zm00001d035119	n:m	NA
Gh_D03G1524	Zm00001d035119	n:m	NA
Gh_D08G1885	Zm00001d035119	n:m	NA
Gh_D09G1847	Zm00001d035119	n:m	NA
Gh_D11G0196	Zm00001d035119	n:m	NA
Gh_A05G2963	Zm00001d035124	1:m	NA
Gh_D04G0753	Zm00001d035124	1:m	NA
Gh_D07G2304	Zm00001d035124	1:m	NA
Gh_A05G2970	Zm00001d035130	n:m	NA
Gh_A09G0343	Zm00001d035130	n:m	NA
Gh_A10G1413	Zm00001d035130	n:m	NA
Gh_D09G0346	Zm00001d035130	n:m	NA
Gh_D10G0815	Zm00001d035130	n:m	NA
Gh_A03G1145	Zm00001d035132	1:m	NA
Gh_A04G1191	Zm00001d035132	1:m	NA
Gh_D02G1576	Zm00001d035132	1:m	NA
Gh_D04G1802	Zm00001d035132	1:m	NA
Gh_A01G1294	Zm00001d035135	n:m	NA
Gh_D01G1575	Zm00001d035135	n:m	NA
Gh_A05G2989	Zm00001d035136	n:m	NA
Gh_D04G0780	Zm00001d035136	n:m	NA
Gh_D07G2286	Zm00001d035136	n:m	NA
Gh_A03G0554	Zm00001d035139	1:m	NA
Gh_D07G0546	Zm00001d035139	1:m	NA
Gh_A07G2282	Zm00001d035139	1:m	NA
Gh_A03G1132	Zm00001d035140	n:m	NA
Gh_A04G1197	Zm00001d035140	n:m	NA
Gh_A07G2078	Zm00001d035140	n:m	NA
Gh_A09G0327	Zm00001d035140	n:m	NA
Gh_A11G0604	Zm00001d035140	n:m	NA
Gh_A11G1422	Zm00001d035140	n:m	NA
Gh_D02G1562	Zm00001d035140	n:m	NA
Gh_D04G1807	Zm00001d035140	n:m	NA
Gh_D07G2293	Zm00001d035140	n:m	NA
Gh_D11G0691	Zm00001d035140	n:m	NA
Gh_A10G2104	Zm00001d035143	n:m	NA
Gh_D08G0243	Zm00001d035143	n:m	NA
Gh_D10G2232	Zm00001d035143	n:m	NA
Gh_D10G2380	Zm00001d035143	n:m	NA
Gh_D12G2558	Zm00001d035143	n:m	NA
Gh_Sca009440G01	Zm00001d035145	1:01	NA
Gh_A03G0738	Zm00001d035149	1:m	NA
Gh_D10G1110	Zm00001d035149	1:m	NA
Gh_A13G0361	Zm00001d035154	1:m	NA
Gh_D13G0406	Zm00001d035154	1:m	NA
Gh_A03G1124	Zm00001d035156	n:m	NA
Gh_A07G2081	Zm00001d035156	n:m	NA
Gh_A09G0331	Zm00001d035156	n:m	NA
Gh_A11G0602	Zm00001d035156	n:m	NA
Gh_D07G2296	Zm00001d035156	n:m	NA
Gh_D11G0689	Zm00001d035156	n:m	NA
Gh_A05G2973	Zm00001d035157	n:m	NA
Gh_D04G0762	Zm00001d035157	n:m	NA
Gh_D09G0337	Zm00001d035157	n:m	NA
Gh_A03G1121	Zm00001d035161	n:m	NA
Gh_D02G1549	Zm00001d035162	n:m	NA
Gh_D02G1546	Zm00001d035168	n:m	NA
Gh_D02G0439	Zm00001d035170	n:m	NA
Gh_D10G1558	Zm00001d035170	n:m	NA
Gh_A10G2296	Zm00001d035170	n:m	NA
Gh_A12G0580	Zm00001d035174	1:01	NA
Gh_Sca063769G01	Zm00001d035180	n:1	NA
Gh_D05G2996	Zm00001d035184	1:m	NA
Gh_D10G0966	Zm00001d035185	1:m	NA
Gh_A05G2412	Zm00001d035186	n:m	NA
Gh_A10G1644	Zm00001d035186	n:m	NA
Gh_D10G1897	Zm00001d035186	n:m	NA
Gh_A10G0053	Zm00001d035191	1:m	NA
Gh_D06G1274	Zm00001d035191	1:m	NA
Gh_D10G0060	Zm00001d035191	1:m	NA
Gh_A12G0789	Zm00001d035194	1:m	NA
Gh_D09G0073	Zm00001d035194	1:m	NA
Gh_D12G0807	Zm00001d035194	1:m	NA
Gh_A05G3291	Zm00001d035198	n:m	NA
Gh_A05G0964	Zm00001d035200	1:m	NA
Gh_A10G2094	Zm00001d035201	n:m	NA
Gh_A13G0151	Zm00001d035201	n:m	NA
Gh_D04G0645	Zm00001d035201	n:m	NA
Gh_D10G2364	Zm00001d035201	n:m	NA
Gh_D13G0172	Zm00001d035201	n:m	NA
Gh_A13G1062	Zm00001d035211	1:m	NA
Gh_D13G1328	Zm00001d035211	1:m	NA
Gh_A08G2290	Zm00001d035211	1:m	NA
Gh_A11G3268	Zm00001d035212	1:m	NA
Gh_A03G0118	Zm00001d035235	n:m	NA
Gh_A09G1175	Zm00001d035235	n:m	NA
Gh_A11G0948	Zm00001d035246	n:m	NA
Gh_D06G0489	Zm00001d035254	1:m	NA
Gh_D05G0081	Zm00001d035256	n:m	NA
Gh_D10G1075	Zm00001d035256	n:m	NA
Gh_A05G3963	Zm00001d035256	n:m	NA
Gh_A10G2336	Zm00001d035256	n:m	NA
Gh_A10G2337	Zm00001d035256	n:m	NA
Gh_D07G1926	Zm00001d035285	n:m	NA
Gh_A01G1279	Zm00001d035288	n:m	NA
Gh_A03G1089	Zm00001d035288	n:m	NA
Gh_A06G1368	Zm00001d035288	n:m	NA
Gh_D06G1710	Zm00001d035288	n:m	NA
Gh_D12G1498	Zm00001d035288	n:m	NA
Gh_A08G1877	Zm00001d035298	n:m	NA
Gh_D08G2239	Zm00001d035298	n:m	NA
Gh_D05G2025	Zm00001d035303	1:m	NA
Gh_A03G1598	Zm00001d035304	n:m	NA
Gh_A06G0203	Zm00001d035304	n:m	NA
Gh_D04G1562	Zm00001d035304	n:m	NA
Gh_D06G0196	Zm00001d035304	n:m	NA
Gh_D02G2435	Zm00001d035304	n:m	NA
Gh_A08G0553	Zm00001d035308	n:m	NA
Gh_A08G1685	Zm00001d035308	n:m	NA
Gh_D07G2152	Zm00001d035308	n:m	NA
Gh_D08G0644	Zm00001d035308	n:m	NA
Gh_D08G2040	Zm00001d035308	n:m	NA
Gh_D08G2042	Zm00001d035308	n:m	NA
Gh_D08G2043	Zm00001d035308	n:m	NA
Gh_D07G2490	Zm00001d035308	n:m	NA
Gh_D01G1064	Zm00001d035309	1:m	NA
Gh_A07G0633	Zm00001d035322	n:m	NA
Gh_A11G0294	Zm00001d035322	n:m	NA
Gh_D07G0703	Zm00001d035322	n:m	NA
Gh_D11G0351	Zm00001d035322	n:m	NA
Gh_D12G1773	Zm00001d035322	n:m	NA
Gh_A04G1269	Zm00001d035323	n:m	NA
Gh_A05G3186	Zm00001d035323	n:m	NA
Gh_A07G1892	Zm00001d035323	n:m	NA
Gh_A09G0118	Zm00001d035323	n:m	NA
Gh_A13G0696	Zm00001d035323	n:m	NA
Gh_D04G0418	Zm00001d035323	n:m	NA
Gh_D04G1896	Zm00001d035323	n:m	NA
Gh_D09G0113	Zm00001d035323	n:m	NA
Gh_D11G0954	Zm00001d035333	1:01	NA
Gh_A01G1487	Zm00001d035336	n:m	NA
Gh_D01G1726	Zm00001d035336	n:m	NA
Gh_A01G0646	Zm00001d035337	1:m	NA
Gh_A04G0114	Zm00001d035337	1:m	NA
Gh_A13G1158	Zm00001d035337	1:m	NA
Gh_D01G0665	Zm00001d035337	1:m	NA
Gh_D13G1445	Zm00001d035337	1:m	NA
Gh_A05G2403	Zm00001d035367	n:m	NA
Gh_A10G1631	Zm00001d035367	n:m	NA
Gh_D05G2669	Zm00001d035367	n:m	NA
Gh_D10G1885	Zm00001d035367	n:m	NA
Gh_A04G0531	Zm00001d035377	1:m	NA
Gh_A01G1991	Zm00001d035385	n:m	NA
Gh_A11G2940	Zm00001d035385	n:m	NA
Gh_D01G2251	Zm00001d035385	n:m	NA
Gh_D11G3328	Zm00001d035385	n:m	NA
Gh_A06G1605	Zm00001d035389	1:m	NA
Gh_D05G1100	Zm00001d035389	1:m	NA
Gh_A06G1265	Zm00001d035400	1:01	NA
Gh_A11G2492	Zm00001d035439	n:m	NA
Gh_A13G0926	Zm00001d035439	n:m	NA
Gh_D08G2181	Zm00001d035439	n:m	NA
Gh_D13G1173	Zm00001d035439	n:m	NA
Gh_A07G1171	Zm00001d035440	n:m	NA
Gh_A12G1137	Zm00001d035440	n:m	NA
Gh_D07G1271	Zm00001d035440	n:m	NA
Gh_D08G0457	Zm00001d035440	n:m	NA
Gh_D11G1147	Zm00001d035440	n:m	NA
Gh_A11G3073	Zm00001d035440	n:m	NA
Gh_D09G1826	Zm00001d035445	n:1	NA
Gh_D03G0818	Zm00001d035447	n:m	NA
Gh_D12G1182	Zm00001d035447	n:m	NA
Gh_D01G0252	Zm00001d035450	n:m	NA
Gh_D01G0262	Zm00001d035450	n:m	NA
Gh_A05G0730	Zm00001d035455	n:m	NA
Gh_A06G1433	Zm00001d035455	n:m	NA
Gh_A10G2134	Zm00001d035455	n:m	NA
Gh_A13G0138	Zm00001d035455	n:m	NA
Gh_D05G0867	Zm00001d035455	n:m	NA
Gh_D06G1781	Zm00001d035455	n:m	NA
Gh_D13G0160	Zm00001d035455	n:m	NA
Gh_D10G2455	Zm00001d035455	n:m	NA
Gh_A01G1962	Zm00001d035457	1:m	NA
Gh_D01G2222	Zm00001d035457	1:m	NA
Gh_A01G1964	Zm00001d035462	n:m	NA
Gh_A05G2878	Zm00001d035462	n:m	NA
Gh_A09G1543	Zm00001d035462	n:m	NA
Gh_A10G2133	Zm00001d035462	n:m	NA
Gh_D01G2224	Zm00001d035462	n:m	NA
Gh_D04G0655	Zm00001d035462	n:m	NA
Gh_D09G1562	Zm00001d035462	n:m	NA
Gh_D10G2454	Zm00001d035462	n:m	NA
Gh_A06G1438	Zm00001d035467	n:m	NA
Gh_A10G2123	Zm00001d035467	n:m	NA
Gh_D06G1786	Zm00001d035467	n:m	NA
Gh_D13G0163	Zm00001d035467	n:m	NA
Gh_A05G3583	Zm00001d035474	n:m	NA
Gh_D09G1012	Zm00001d035475	n:m	NA
Gh_A13G0155	Zm00001d035484	1:01	NA
Gh_A09G1417	Zm00001d035486	1:m	NA
Gh_D04G1106	Zm00001d035486	1:m	NA
Gh_D09G1423	Zm00001d035486	1:m	NA
Gh_A13G1915	Zm00001d035487	n:m	NA
Gh_A13G1916	Zm00001d035487	n:m	NA
Gh_D13G2303	Zm00001d035487	n:m	NA
Gh_A09G1418	Zm00001d035494	n:m	NA
Gh_D09G1426	Zm00001d035494	n:m	NA
Gh_A07G1059	Zm00001d035498	n:m	NA
Gh_A08G0081	Zm00001d035498	n:m	NA
Gh_A09G0988	Zm00001d035498	n:m	NA
Gh_D07G1151	Zm00001d035498	n:m	NA
Gh_D08G0122	Zm00001d035498	n:m	NA
Gh_A10G1050	Zm00001d035500	1:m	NA
Gh_D05G0758	Zm00001d035501	n:m	NA
Gh_D09G1006	Zm00001d035501	n:m	NA
Gh_A05G3905	Zm00001d035501	n:m	NA
Gh_A07G0460	Zm00001d035503	1:m	NA
Gh_A01G1860	Zm00001d035506	n:m	NA
Gh_A09G0985	Zm00001d035506	n:m	NA
Gh_A09G1419	Zm00001d035506	n:m	NA
Gh_D01G2101	Zm00001d035506	n:m	NA
Gh_D04G1114	Zm00001d035506	n:m	NA
Gh_D05G0759	Zm00001d035506	n:m	NA
Gh_D09G1005	Zm00001d035506	n:m	NA
Gh_D09G1427	Zm00001d035506	n:m	NA
Gh_A05G3904	Zm00001d035506	n:m	NA
Gh_D05G1175	Zm00001d035514	1:m	NA
Gh_D05G2606	Zm00001d035514	1:m	NA
Gh_D01G2117	Zm00001d035515	n:1	NA
Gh_A06G0981	Zm00001d035519	1:m	NA
Gh_D04G0451	Zm00001d035519	1:m	NA
Gh_A03G0302	Zm00001d035527	n:m	NA
Gh_A05G0851	Zm00001d035527	n:m	NA
Gh_D08G0017	Zm00001d035527	n:m	NA
Gh_A08G2569	Zm00001d035527	n:m	NA
Gh_D05G3886	Zm00001d035527	n:m	NA
Gh_A10G2037	Zm00001d035538	n:m	NA
Gh_A13G0169	Zm00001d035538	n:m	NA
Gh_A08G1347	Zm00001d035542	n:m	NA
Gh_D08G1642	Zm00001d035542	n:m	NA
Gh_D08G1642	Zm00001d035543	n:m	NA
Gh_A02G1387	Zm00001d035548	n:m	NA
Gh_A05G2270	Zm00001d035548	n:m	NA
Gh_A11G1868	Zm00001d035548	n:m	NA
Gh_A12G0778	Zm00001d035548	n:m	NA
Gh_D03G0337	Zm00001d035548	n:m	NA
Gh_D10G0972	Zm00001d035548	n:m	NA
Gh_A06G1561	Zm00001d035551	n:m	NA
Gh_A10G1868	Zm00001d035551	n:m	NA
Gh_A13G0202	Zm00001d035551	n:m	NA
Gh_D04G0785	Zm00001d035551	n:m	NA
Gh_D10G2133	Zm00001d035551	n:m	NA
Gh_D13G0216	Zm00001d035551	n:m	NA
Gh_A06G1561	Zm00001d035552	n:m	NA
Gh_A10G1868	Zm00001d035552	n:m	NA
Gh_A13G0202	Zm00001d035552	n:m	NA
Gh_D04G0785	Zm00001d035552	n:m	NA
Gh_D10G2133	Zm00001d035552	n:m	NA
Gh_D08G0580	Zm00001d035567	1:m	NA
Gh_D09G0019	Zm00001d035567	1:m	NA
Gh_A04G0669	Zm00001d035568	n:m	NA
Gh_A05G2575	Zm00001d035568	n:m	NA
Gh_A09G1492	Zm00001d035568	n:m	NA
Gh_A10G1880	Zm00001d035568	n:m	NA
Gh_D05G2862	Zm00001d035568	n:m	NA
Gh_D10G2149	Zm00001d035568	n:m	NA
Gh_D05G3894	Zm00001d035574	1:m	NA
Gh_A01G0853	Zm00001d035578	1:m	NA
Gh_D01G0886	Zm00001d035578	1:m	NA
Gh_A05G0841	Zm00001d035579	1:m	NA
Gh_A10G1891	Zm00001d035595	n:m	NA
Gh_D04G0580	Zm00001d035595	n:m	NA
Gh_D10G2161	Zm00001d035595	n:m	NA
Gh_A13G1305	Zm00001d035597	n:m	NA
Gh_D03G1258	Zm00001d035597	n:m	NA
Gh_D13G1606	Zm00001d035597	n:m	NA
Gh_A05G3066	Zm00001d035598	1:m	NA
Gh_A10G1896	Zm00001d035598	1:m	NA
Gh_A10G1897	Zm00001d035599	n:m	NA
Gh_D04G0576	Zm00001d035599	n:m	NA
Gh_A05G3067	Zm00001d035600	n:m	NA
Gh_A10G1897	Zm00001d035600	n:m	NA
Gh_A05G0836	Zm00001d035601	n:m	NA
Gh_D03G1257	Zm00001d035601	n:m	NA
Gh_D05G3901	Zm00001d035601	n:m	NA
Gh_D10G2210	Zm00001d035608	1:01	NA
Gh_A13G1918	Zm00001d035610	n:m	NA
Gh_D08G0125	Zm00001d035610	n:m	NA
Gh_D13G2306	Zm00001d035610	n:m	NA
Gh_A04G0683	Zm00001d035612	n:m	NA
Gh_A09G1484	Zm00001d035612	n:m	NA
Gh_D09G1494	Zm00001d035612	n:m	NA
Gh_A09G1484	Zm00001d035614	n:m	NA
Gh_D04G1149	Zm00001d035614	n:m	NA
Gh_D09G1494	Zm00001d035614	n:m	NA
Gh_A04G0686	Zm00001d035616	1:m	NA
Gh_D04G1151	Zm00001d035616	1:m	NA
Gh_D09G1490	Zm00001d035616	1:m	NA
Gh_A01G1879	Zm00001d035619	n:m	NA
Gh_A01G1880	Zm00001d035619	n:m	NA
Gh_D01G2135	Zm00001d035619	n:m	NA
Gh_D01G2136	Zm00001d035619	n:m	NA
Gh_D08G0034	Zm00001d035619	n:m	NA
Gh_D08G0035	Zm00001d035619	n:m	NA
Gh_A08G2543	Zm00001d035619	n:m	NA
Gh_A08G2544	Zm00001d035619	n:m	NA
Gh_A01G1885	Zm00001d035625	n:m	NA
Gh_A13G0191	Zm00001d035625	n:m	NA
Gh_A13G1989	Zm00001d035625	n:m	NA
Gh_D01G2143	Zm00001d035625	n:m	NA
Gh_D13G0206	Zm00001d035625	n:m	NA
Gh_D13G2388	Zm00001d035625	n:m	NA
Gh_A09G1478	Zm00001d035628	1:m	NA
Gh_D09G1488	Zm00001d035628	1:m	NA
Gh_A01G1885	Zm00001d035629	n:m	NA
Gh_A01G1886	Zm00001d035629	n:m	NA
Gh_A13G0191	Zm00001d035629	n:m	NA
Gh_D01G2143	Zm00001d035629	n:m	NA
Gh_D13G0206	Zm00001d035629	n:m	NA
Gh_D13G2388	Zm00001d035629	n:m	NA
Gh_A01G1889	Zm00001d035631	1:m	NA
Gh_A04G0697	Zm00001d035631	1:m	NA
Gh_D01G2147	Zm00001d035631	1:m	NA
Gh_A09G1325	Zm00001d035649	1:m	NA
Gh_D09G1288	Zm00001d035649	1:m	NA
Gh_A01G0896	Zm00001d035654	n:m	NA
Gh_A02G1638	Zm00001d035654	n:m	NA
Gh_A06G0033	Zm00001d035654	n:m	NA
Gh_A11G1608	Zm00001d035654	n:m	NA
Gh_D01G0935	Zm00001d035654	n:m	NA
Gh_D02G0980	Zm00001d035654	n:m	NA
Gh_D03G0084	Zm00001d035654	n:m	NA
Gh_D05G1773	Zm00001d035654	n:m	NA
Gh_D11G1767	Zm00001d035654	n:m	NA
Gh_A05G3806	Zm00001d035654	n:m	NA
Gh_A02G1741	Zm00001d035654	n:m	NA
Gh_A07G0899	Zm00001d035664	n:m	NA
Gh_D13G0271	Zm00001d035666	n:m	NA
Gh_Sca005102G01	Zm00001d035666	n:m	NA
Gh_A03G0361	Zm00001d035669	1:m	NA
Gh_A07G0905	Zm00001d035669	1:m	NA
Gh_D05G0924	Zm00001d035669	1:m	NA
